nombre_repo,url_repo,estrellas,ruta_coincidente,rutas_coincidentes,coincidencias,origen
JaviMontano/jm-agentic-development-kit,https://api.github.com/repos/JaviMontano/jm-agentic-development-kit,,aad-metodologia/.claude/skills/iikit-core/scripts/bash/fetch-tile-evals.sh,aad-metodologia/.claude/skills/iikit-core/scripts/bash/fetch-tile-evals.sh; aad-metodologia/.claude/skills/iikit-core/scripts/bash/session-context-hook.sh; aad-metodologia/.claude/skills/iikit-core/scripts/dashboard/src/checklist.js,3,gh search code
jclaudan/firefish,https://api.github.com/repos/jclaudan/firefish,1.0,packages/client/src/components/global/MkAd.vue,packages/client/src/components/global/MkAd.vue,1,gh search code
jcornell3/tamshai-enterprise-ai,https://api.github.com/repos/jcornell3/tamshai-enterprise-ai,,docs/status/V1.4_UPDATE_STATUS.md,docs/status/V1.4_UPDATE_STATUS.md,1,gh search code
Jean-claude21/vtt-labs,https://api.github.com/repos/Jean-claude21/vtt-labs,,note.txt,note.txt,1,gh search code
jeffwu0624/20251117_TennisGame,https://api.github.com/repos/jeffwu0624/20251117_TennisGame,,GEMINI.md,GEMINI.md,1,gh search code
jejacks0n/teaspoon,https://api.github.com/repos/jejacks0n/teaspoon,1422.0,teaspoon-mocha/lib/teaspoon/mocha/assets/mocha/1.10.0.js,teaspoon-mocha/lib/teaspoon/mocha/assets/mocha/1.10.0.js,1,gh search code
jemustain/greco-coin,https://api.github.com/repos/jemustain/greco-coin,,.specify/CONSTITUTION_SUMMARY.md,.specify/CONSTITUTION_SUMMARY.md,1,gh search code
jenkinsci/jenkins,https://api.github.com/repos/jenkinsci/jenkins,25120.0,war/src/main/webapp/scripts/hudson-behavior.js,war/src/main/webapp/scripts/hudson-behavior.js; core/src/main/resources/jenkins/security/ApiTokenProperty/resources.js,2,gh search code
jenkinsci/job-config-history-plugin,https://api.github.com/repos/jenkinsci/job-config-history-plugin,55.0,src/main/resources/hudson/plugins/jobConfigHistory/checkbox-logic.js,src/main/resources/hudson/plugins/jobConfigHistory/checkbox-logic.js,1,gh search code
jenkinsci/role-strategy-plugin,https://api.github.com/repos/jenkinsci/role-strategy-plugin,145.0,src/main/webapp/js/tableManage.js,src/main/webapp/js/tableManage.js,1,gh search code
jeremi-ahmuuo/Data-Analysis,https://api.github.com/repos/jeremi-ahmuuo/Data-Analysis,,Customer Satisfaction/codes.R,Customer Satisfaction/codes.R,1,gh search code
jeremyeder/acpctl,https://api.github.com/repos/jeremyeder/acpctl,,rfe.md,rfe.md,1,gh search code
jesec/flood,https://api.github.com/repos/jesec/flood,2724.0,client/src/javascript/components/modals/feeds-modal/FeedsTab.tsx,client/src/javascript/components/modals/feeds-modal/FeedsTab.tsx,1,gh search code
jessehammons/pywcsk,https://api.github.com/repos/jessehammons/pywcsk,,attic/.claude/commands/speckit.specify.md,attic/.claude/commands/speckit.specify.md,1,gh search code
jessenaiman/chapter-zero,https://api.github.com/repos/jessenaiman/chapter-zero,,.qwen/commands/speckit.specify.toml,.qwen/commands/speckit.specify.toml,1,gh search code
JetBrains/intellij-community,https://api.github.com/repos/JetBrains/intellij-community,19855.0,python/testSrc/com/jetbrains/python/console/PythonConsoleParsingTest.java,python/testSrc/com/jetbrains/python/console/PythonConsoleParsingTest.java; platform/dvcs-api/src/com/intellij/dvcs/push/VcsError.java,2,gh search code
jeyalmonte/BillStockManager-Backend,https://api.github.com/repos/jeyalmonte/BillStockManager-Backend,,src/Infrastructure/Billing/Persistence/Repositories/InvoiceRepository.cs,src/Infrastructure/Billing/Persistence/Repositories/InvoiceRepository.cs,1,gh search code
jflowers/get-out,https://api.github.com/repos/jflowers/get-out,,openspec/config.yaml,openspec/config.yaml,1,gh search code
jgtolentino/opex,https://api.github.com/repos/jgtolentino/opex,,TASKS.md,TASKS.md,1,gh search code
jjunho/HsJupyter,https://api.github.com/repos/jjunho/HsJupyter,4.0,AGENTS.md,AGENTS.md,1,gh search code
jmanhype/speckit,https://api.github.com/repos/jmanhype/speckit,13.0,.claude/skills/beads-integration/SKILL.md,.claude/skills/beads-integration/SKILL.md,1,gh search code
jnhuynh/spec-kit-simpsons-loops,https://api.github.com/repos/jnhuynh/spec-kit-simpsons-loops,4.0,templates/CLAUDE.md,templates/CLAUDE.md; claude-agents/lisa.md; .claude/agents/lisa.md,3,gh search code
joeolson42/WFIP2,https://api.github.com/repos/joeolson42/WFIP2,,WRFV3.9/chem/module_aerosols_sorgam.F,WRFV3.9/chem/module_aerosols_sorgam.F; WRFV3.7.1/chem/module_aerosols_sorgam.F,2,gh search code
joeolson42/WRFv3.9_HRRRv4,https://api.github.com/repos/joeolson42/WRFv3.9_HRRRv4,,chem/module_aerosols_sorgam.F,chem/module_aerosols_sorgam.F,1,gh search code
john-agentic-ai-tools/crush,https://api.github.com/repos/john-agentic-ai-tools/crush,,CLAUDE.md,CLAUDE.md,1,gh search code
johnair01/bars-engine,https://api.github.com/repos/johnair01/bars-engine,1.0,.specify/specs/quest-metabolism-wizard-gm/spec.md,.specify/specs/quest-metabolism-wizard-gm/spec.md; packages/bars-core/src/archetype-overlay/index.ts; src/lib/feature-decomposition.ts; .specify/specs/sage-brief-v2/spec.md; src/lib/daemon-active-state.ts; src/lib/gm-face-modifiers/index.ts; .specify/backlog/prompts/flow-simulator-cli.md; .specify/backlog/prompts/quest-library-wave-routing.md; src/lib/quest-grammar/compileQuestSkeleton.ts; packages/bars-core/src/quest-grammar/compileQuestSkeleton.ts; .specify/backlog/prompts/quest-grammar-ux-flow.md,11,gh search code
johnHackworth/goblin,https://api.github.com/repos/johnHackworth/goblin,57.0,packages/client/src/components/global/MkAd.vue,packages/client/src/components/global/MkAd.vue,1,gh search code
johnnify/chrono,https://api.github.com/repos/johnnify/chrono,,.claude/settings.json,.claude/settings.json,1,gh search code
johnparayno/judoklar,https://api.github.com/repos/johnparayno/judoklar,,.specify/templates/spec-template.md,.specify/templates/spec-template.md,1,gh search code
JohnScolaro/advent-of-code,https://api.github.com/repos/JohnScolaro/advent-of-code,2.0,2019/intcode/computer_helpers.py,2019/intcode/computer_helpers.py,1,gh search code
JonathanHoskins/sneakershop,https://api.github.com/repos/JonathanHoskins/sneakershop,,package.json,package.json,1,gh search code
jonshaffer/wgu-extension,https://api.github.com/repos/jonshaffer/wgu-extension,1.0,CLAUDE.md,CLAUDE.md,1,gh search code
Joonki0111/src,https://api.github.com/repos/Joonki0111/src,,universe/autoware.universe/planning/behavior_velocity_run_out_module/src/manager.cpp,universe/autoware.universe/planning/behavior_velocity_run_out_module/src/manager.cpp,1,gh search code
joshuafuller/beacon,https://api.github.com/repos/joshuafuller/beacon,5.0,specs/005-foundation-consolidation/COMPLETION_VALIDATION.md,specs/005-foundation-consolidation/COMPLETION_VALIDATION.md,1,gh search code
joshuajhun/ideaBox2.0,https://api.github.com/repos/joshuajhun/ideaBox2.0,,public/assets/mocha/1.10.0-3caf215ba01eda4984284ed91ba64f1094101e1c7c957101c60dc535738a06ca.js,public/assets/mocha/1.10.0-3caf215ba01eda4984284ed91ba64f1094101e1c7c957101c60dc535738a06ca.js,1,gh search code
josiahH-cf/espansr,https://api.github.com/repos/josiahH-cf/espansr,,workflow/PLAYBOOK.md,workflow/PLAYBOOK.md,1,gh search code
josiahH-cf/orchestratr,https://api.github.com/repos/josiahH-cf/orchestratr,,workflow/LINT_REPORT.md,workflow/LINT_REPORT.md,1,gh search code
josiahH-cf/workflow,https://api.github.com/repos/josiahH-cf/workflow,,template/workflow/LINT_REPORT.md,template/workflow/LINT_REPORT.md,1,gh search code
Josuro030/azure-powershell-clone,https://api.github.com/repos/Josuro030/azure-powershell-clone,,src/ResourceGraph/ResourceGraph.Autorest/generated/runtime/Nodes/JsonDate.cs,src/ResourceGraph/ResourceGraph.Autorest/generated/runtime/Nodes/JsonDate.cs,1,gh search code
JunyangShao/SunnyMilkJDK,https://api.github.com/repos/JunyangShao/SunnyMilkJDK,3.0,src/java.base/share/classes/sun/security/tools/keytool/Main.java,src/java.base/share/classes/sun/security/tools/keytool/Main.java,1,gh search code
justinbarias/opentelemetry-instrumentation-claude-agent-sdk,https://api.github.com/repos/justinbarias/opentelemetry-instrumentation-claude-agent-sdk,,.claude/commands/speckit.plan.md,.claude/commands/speckit.plan.md,1,gh search code
justinhuangcode/tmuxpulse,https://api.github.com/repos/justinhuangcode/tmuxpulse,1.0,Cargo.toml,Cargo.toml,1,gh search code
juvenal/openrender,https://api.github.com/repos/juvenal/openrender,6.0,.qwen/commands/speckit.specify.toml.backup,.qwen/commands/speckit.specify.toml.backup; .gemini/commands/speckit.specify.toml,2,gh search code
jwill9999/spec-kit,https://api.github.com/repos/jwill9999/spec-kit,1.0,scripts/powershell/update-agent-context.ps1,scripts/powershell/update-agent-context.ps1,1,gh search code
jxxiangwen/JavaStudy,https://api.github.com/repos/jxxiangwen/JavaStudy,,java9SrcStudy/src/java.base/sun/security/util/AuthResources_ko.java,java9SrcStudy/src/java.base/sun/security/util/AuthResources_ko.java; java9SrcStudy/src/java.base/sun/security/util/Resources_ja.java,2,gh search code
kangjianwei/LearningJDK,https://api.github.com/repos/kangjianwei/LearningJDK,1554.0,src/sun/security/util/Resources_zh_CN.java,src/sun/security/util/Resources_zh_CN.java,1,gh search code
karmaterminal/strudel-music,https://api.github.com/repos/karmaterminal/strudel-music,,README.md,README.md,1,gh search code
kazuma0606/rust-microservice-with-envoy,https://api.github.com/repos/kazuma0606/rust-microservice-with-envoy,1.0,.claude/commands/speckit.plan.md,.claude/commands/speckit.plan.md,1,gh search code
keen0429/assistant-ui,https://api.github.com/repos/keen0429/assistant-ui,4.0,scripts/cleanup-monorepo.sh,scripts/cleanup-monorepo.sh,1,gh search code
klaaay/spec-toolkit,https://api.github.com/repos/klaaay/spec-toolkit,1.0,packages/spec-kit-ts/src/spec-kit-templates/base/.specify/plugins/fe-rule/hooks/pre-plan-check.sh,packages/spec-kit-ts/src/spec-kit-templates/base/.specify/plugins/fe-rule/hooks/pre-plan-check.sh; packages/spec-kit-ts/src/spec-kit-templates/scripts/sh/.specify/scripts/bash/plugin-loader.sh,2,gh search code
KliniKaCRO/Y90RS,https://api.github.com/repos/KliniKaCRO/Y90RS,,urso_analysis_codebook.R,urso_analysis_codebook.R,1,gh search code
klojtas/numbers,https://api.github.com/repos/klojtas/numbers,,.specify/scripts/validation/validate-constitution.ps1,.specify/scripts/validation/validate-constitution.ps1; .specify/memory/IMPLEMENTATION_SUMMARY.md,2,gh search code
knitli/codeweaver,https://api.github.com/repos/knitli/codeweaver,7.0,.specify/scripts/bash/update-agent-context.sh,.specify/scripts/bash/update-agent-context.sh,1,gh search code
KnottyDyes/cribl-hc,https://api.github.com/repos/KnottyDyes/cribl-hc,4.0,scripts/build_spec_context.sh,scripts/build_spec_context.sh; .specify/skills/commit-safety.md; docs/PRD.md,3,gh search code
komiyak/sandbox-opengl-22,https://api.github.com/repos/komiyak/sandbox-opengl-22,,vertex_specification/color_vertex_specification.h,vertex_specification/color_vertex_specification.h,1,gh search code
kriszyp/alkali,https://api.github.com/repos/kriszyp/alkali,167.0,Variable.js,Variable.js,1,gh search code
kuding-go/api-x-spec,https://api.github.com/repos/kuding-go/api-x-spec,,.specify/scripts/powershell/setup-plan.ps1,.specify/scripts/powershell/setup-plan.ps1,1,gh search code
kvcop/ai-kb-assistant,https://api.github.com/repos/kvcop/ai-kb-assistant,,.codex/prompts/speckit.checklist.md,.codex/prompts/speckit.checklist.md,1,gh search code
Kxd395/ASAM_App,https://api.github.com/repos/Kxd395/ASAM_App,,INDEX.md,INDEX.md,1,gh search code
LadiosSopp/art-voice-agent-accelerator,https://api.github.com/repos/LadiosSopp/art-voice-agent-accelerator,,docs/archive/proposals/specify-integration-proposal.md,docs/archive/proposals/specify-integration-proposal.md,1,gh search code
laibaaimran22/Hackathon-2-Todo-App-speckit,https://api.github.com/repos/laibaaimran22/Hackathon-2-Todo-App-speckit,,Phase-1/CLAUDE.md,Phase-1/CLAUDE.md,1,gh search code
langgenius/dify,https://api.github.com/repos/langgenius/dify,134081.0,web/i18n/nl-NL/common.json,web/i18n/nl-NL/common.json; web/i18n/pl-PL/common.json; web/i18n/it-IT/plugin.json,3,gh search code
lastaflute/lastaflute-example-harbor,https://api.github.com/repos/lastaflute/lastaflute-example-harbor,6.0,src/main/java/org/docksidestage/dbflute/cbean/bs/BsRegionCB.java,src/main/java/org/docksidestage/dbflute/cbean/bs/BsRegionCB.java; src/main/java/org/docksidestage/dbflute/bsbhv/BsProductStatusBhv.java; src/main/java/org/docksidestage/dbflute/cbean/bs/BsProductCB.java,3,gh search code
lastaflute/lastaflute-example-paradeplaza,https://api.github.com/repos/lastaflute/lastaflute-example-paradeplaza,,src/main/java/org/docksidestage/dbflute/bsbhv/BsPurchaseBhv.java,src/main/java/org/docksidestage/dbflute/bsbhv/BsPurchaseBhv.java,1,gh search code
LChiara/mcp-jira-integration,https://api.github.com/repos/LChiara/mcp-jira-integration,,.specify/PLAN.md,.specify/PLAN.md,1,gh search code
leocamello/spec-kit-v-model,https://api.github.com/repos/leocamello/spec-kit-v-model,14.0,.specify/memory/constitution.md,.specify/memory/constitution.md,1,gh search code
leonardoFu/speckit-wiggum-toolkit,https://api.github.com/repos/leonardoFu/speckit-wiggum-toolkit,,.claude/commands/speckit.review.md,.claude/commands/speckit.review.md,1,gh search code
leonardomoraisf/ai-usage-tracking-extension,https://api.github.com/repos/leonardomoraisf/ai-usage-tracking-extension,1.0,.specify/templates/spec-template.md,.specify/templates/spec-template.md,1,gh search code
leonartist7/Creator,https://api.github.com/repos/leonartist7/Creator,,spec-kit-main/docs/upgrade.md,spec-kit-main/docs/upgrade.md,1,gh search code
leonbreukelman/smactorio,https://api.github.com/repos/leonbreukelman/smactorio,,GEMINI.md,GEMINI.md; src/smactorio/templates/speckit.constitution.agent.md.j2,2,gh search code
liangz0707/TenEngine,https://api.github.com/repos/liangz0707/TenEngine,,.claude/commands/contracts-push.md,.claude/commands/contracts-push.md,1,gh search code
libs-factory/riso-spec-kit,https://api.github.com/repos/libs-factory/riso-spec-kit,,src/specify_cli/__init__.py,src/specify_cli/__init__.py; scripts/bash/epic-breakdown.sh,2,gh search code
lila-graph/ra-commons,https://api.github.com/repos/lila-graph/ra-commons,1.0,CLAUDE.md,CLAUDE.md,1,gh search code
limm33/jdk-source,https://api.github.com/repos/limm33/jdk-source,143.0,jdk1.9/src/main/java/java.base/sun/security/util/AuthResources_ko.java,jdk1.9/src/main/java/java.base/sun/security/util/AuthResources_ko.java; jdk1.9/src/main/java/java.base/sun/security/util/Resources_ja.java,2,gh search code
Linfee/spec-kit-cn,https://api.github.com/repos/Linfee/spec-kit-cn,565.0,scripts/powershell/update-agent-context.ps1,scripts/powershell/update-agent-context.ps1; docs/local-development.md,2,gh search code
lingxling/awesome-skills-cn,https://api.github.com/repos/lingxling/awesome-skills-cn,23.0,antigravity-awesome-skills/skills/speckit-updater/SKILL.md,antigravity-awesome-skills/skills/speckit-updater/SKILL.md,1,gh search code
liu1352183717/MyKeyTool,https://api.github.com/repos/liu1352183717/MyKeyTool,1.0,app/src/main/java/sun/security/util/Resources_sv.java,app/src/main/java/sun/security/util/Resources_sv.java,1,gh search code
liuwei1989/jdk,https://api.github.com/repos/liuwei1989/jdk,,src/sun/security/util/Resources_zh_CN.java,src/sun/security/util/Resources_zh_CN.java,1,gh search code
ljquan/aitu,https://api.github.com/repos/ljquan/aitu,477.0,.codebuddy/commands/README-speckit-auto.md,.codebuddy/commands/README-speckit-auto.md,1,gh search code
LJT-520/openClaw-backup,https://api.github.com/repos/LJT-520/openClaw-backup,,skills/karmafeast/strudel-music/README.md,skills/karmafeast/strudel-music/README.md,1,gh search code
ll7/robot_sf_ll7,https://api.github.com/repos/ll7/robot_sf_ll7,5.0,AGENTS.md,AGENTS.md,1,gh search code
Logrui/suna-advanced-workflows,https://api.github.com/repos/Logrui/suna-advanced-workflows,,.agent/workflows/plan.md,.agent/workflows/plan.md,1,gh search code
louiswicker/rapv5,https://api.github.com/repos/louiswicker/rapv5,,sorc/rap_wrfarw.fd/WRFV3.9/chem/module_aerosols_sorgam.F,sorc/rap_wrfarw.fd/WRFV3.9/chem/module_aerosols_sorgam.F,1,gh search code
louiswicker/WRF,https://api.github.com/repos/louiswicker/WRF,,phys/module_cu_mskf.F,phys/module_cu_mskf.F,1,gh search code
lsendel/sass,https://api.github.com/repos/lsendel/sass,,llms.txt,llms.txt,1,gh search code
luajit-remake/luajit-remake,https://api.github.com/repos/luajit-remake/luajit-remake,1282.0,annotated/bytecodes/global_put.cpp,annotated/bytecodes/global_put.cpp,1,gh search code
luzhenqian/ai-coding-lab,https://api.github.com/repos/luzhenqian/ai-coding-lab,31.0,agent/repo-analyzer/.specify/memory/constitution.md,agent/repo-analyzer/.specify/memory/constitution.md,1,gh search code
luzumi/raeuberbude,https://api.github.com/repos/luzumi/raeuberbude,,AGENT.md,AGENT.md; scripts/start-docker-complete.bat,2,gh search code
lwyBZss8924d/ACPLazyBridge,https://api.github.com/repos/lwyBZss8924d/ACPLazyBridge,3.0,WARP.md,WARP.md; scripts/sdd/setup-plan.sh; specs/AGENTS.md,3,gh search code
maccotaro/ai-micro-specs,https://api.github.com/repos/maccotaro/ai-micro-specs,,.specify/memory/project-context-core.md,.specify/memory/project-context-core.md,1,gh search code
madelinben/website-template,https://api.github.com/repos/madelinben/website-template,1.0,.claude/rules/database.md,.claude/rules/database.md,1,gh search code
madihaisawesome/chorate-madiha,https://api.github.com/repos/madihaisawesome/chorate-madiha,,web/i18n/it-IT/plugin.json,web/i18n/it-IT/plugin.json,1,gh search code
maERP/maERP,https://api.github.com/repos/maERP/maERP,87.0,src/maERP.Application/Features/ImportExport/Queries/CustomerCsvExport/CustomerCsvExportHandler.cs,src/maERP.Application/Features/ImportExport/Queries/CustomerCsvExport/CustomerCsvExportHandler.cs,1,gh search code
majiayu000/claude-skill-registry,https://api.github.com/repos/majiayu000/claude-skill-registry,132.0,skills/data/create-specs/metadata.json,skills/data/create-specs/metadata.json; skills/data/ctx-collector/metadata.json; skills/productivity/beads-integration/SKILL.md; skills/productivity/beads-integration-jmanhype-speckit/SKILL.md,4,gh search code
majiayu000/claude-skill-registry-data,https://api.github.com/repos/majiayu000/claude-skill-registry-data,2.0,other/other/speckit-updater/SKILL.md,other/other/speckit-updater/SKILL.md; data/create-specs/metadata.json; data/ctx-collector/metadata.json; productivity/beads-integration/SKILL.md; productivity/beads-integration-jmanhype-speckit/SKILL.md,5,gh search code
making/spring-boot-db-samples,https://api.github.com/repos/making/spring-boot-db-samples,73.0,demo-dbflute/src/main/java/com/example/dbflute/cbean/cq/bs/AbstractBsPizzaToppingsCQ.java,demo-dbflute/src/main/java/com/example/dbflute/cbean/cq/bs/AbstractBsPizzaToppingsCQ.java,1,gh search code
mako-tos/kintore2,https://api.github.com/repos/mako-tos/kintore2,,.specify/templates/agent-file-template.md,.specify/templates/agent-file-template.md,1,gh search code
Manitowoc-Tool-and-Manufacturing/MTM_Avalonia_Template,https://api.github.com/repos/Manitowoc-Tool-and-Manufacturing/MTM_Avalonia_Template,,docs/SPECIFY-CHECKLIST.md,docs/SPECIFY-CHECKLIST.md,1,gh search code
Manitowoc-Tool-and-Manufacturing/MTM_WIP_Application_Avalonia,https://api.github.com/repos/Manitowoc-Tool-and-Manufacturing/MTM_WIP_Application_Avalonia,1.0,.specify/docs/gsc-phase3-validation.md,.specify/docs/gsc-phase3-validation.md,1,gh search code
mapo80/speckit-autopilot,https://api.github.com/repos/mapo80/speckit-autopilot,,templates/spec-kit-claude/.specify/scripts/bash/create-new-feature.sh,templates/spec-kit-claude/.specify/scripts/bash/create-new-feature.sh,1,gh search code
marbl/metAMOS,https://api.github.com/repos/marbl/metAMOS,93.0,Utilities/ruffus/ruffus_exceptions.py,Utilities/ruffus/ruffus_exceptions.py,1,gh search code
marekhummel/ferrunitas,https://api.github.com/repos/marekhummel/ferrunitas,1.0,examples/misc.rs,examples/misc.rs,1,gh search code
maripo/CustomFilter,https://api.github.com/repos/maripo/CustomFilter,66.0,ts/src/pref/list_rules.ts,ts/src/pref/list_rules.ts,1,gh search code
marswangyang/spec-kit-skill,https://api.github.com/repos/marswangyang/spec-kit-skill,,SKILL.md,SKILL.md,1,gh search code
martha-ketsela-mengistu/project-chimera-agentic-infrastructure,https://api.github.com/repos/martha-ketsela-mengistu/project-chimera-agentic-infrastructure,,.agent/rules/specs-first.md,.agent/rules/specs-first.md,1,gh search code
MartyBonacci/spec-kit-extensions,https://api.github.com/repos/MartyBonacci/spec-kit-extensions,66.0,commands/speckit.refactor.md,commands/speckit.refactor.md; extensions/README.md,2,gh search code
maryumxx/PADH-Book,https://api.github.com/repos/maryumxx/PADH-Book,,frontend/.specify/scripts/powershell/create-new-feature.ps1,frontend/.specify/scripts/powershell/create-new-feature.ps1,1,gh search code
maslennikov-ig/BuhBot,https://api.github.com/repos/maslennikov-ig/BuhBot,1.0,.claude/commands/speckit.checklist.md,.claude/commands/speckit.checklist.md,1,gh search code
maslennikov-ig/claude-code-orchestrator-kit,https://api.github.com/repos/maslennikov-ig/claude-code-orchestrator-kit,155.0,.claude/commands/speckit.checklist.md,.claude/commands/speckit.checklist.md,1,gh search code
mathewab/actual-assist,https://api.github.com/repos/mathewab/actual-assist,10.0,AGENTS.md,AGENTS.md,1,gh search code
MatiasJRB/turnero,https://api.github.com/repos/MatiasJRB/turnero,,.specify/scripts/powershell/common.ps1,.specify/scripts/powershell/common.ps1,1,gh search code
MatthiasWissink/structured-queries,https://api.github.com/repos/MatthiasWissink/structured-queries,1.0,.npmignore,.npmignore,1,gh search code
mavlink/qgroundcontrol,https://api.github.com/repos/mavlink/qgroundcontrol,4449.0,src/MissionManager/MissionSettingsItem.cc,src/MissionManager/MissionSettingsItem.cc,1,gh search code
Max-We/rlvr-for-timeline-summarization,https://api.github.com/repos/Max-We/rlvr-for-timeline-summarization,,r1_searcher/OpenRLHF-RAG/dpsk1_5b-1node-grpo-jjh-log.txt,r1_searcher/OpenRLHF-RAG/dpsk1_5b-1node-grpo-jjh-log.txt,1,gh search code
Maximus-Technologies-Uganda/maximus-training-patrick-mirror,https://api.github.com/repos/Maximus-Technologies-Uganda/maximus-training-patrick-mirror,,spec-kit-scaffold/.specify/scripts/powershell/setup-plan.ps1,spec-kit-scaffold/.specify/scripts/powershell/setup-plan.ps1; README.md.bootstrap-backup,2,gh search code
Maxwell-Rosen/gkylmax,https://api.github.com/repos/Maxwell-Rosen/gkylmax,,stellar-wham1x-restart-lores/jobscript-gkyl-stellar,stellar-wham1x-restart-lores/jobscript-gkyl-stellar; wham1x_saturation_scaling/jobscript-scaling-gkyl-traverse,2,gh search code
mb46010/signal_pipe,https://api.github.com/repos/mb46010/signal_pipe,,llms.txt,llms.txt,1,gh search code
mbartolini18/WRFV4_spp,https://api.github.com/repos/mbartolini18/WRFV4_spp,,phys/module_cu_mskf.F,phys/module_cu_mskf.F,1,gh search code
mbpfws/speckit-buff-v2,https://api.github.com/repos/mbpfws/speckit-buff-v2,,CLAUDE.md,CLAUDE.md,1,gh search code
MCSDWes/chalk-line,https://api.github.com/repos/MCSDWes/chalk-line,,.specify/scripts/powershell/update-agent-context.ps1,.specify/scripts/powershell/update-agent-context.ps1,1,gh search code
mdudaj/nimr-billing,https://api.github.com/repos/mdudaj/nimr-billing,,.dockerignore,.dockerignore,1,gh search code
MeAndRhythm/vue3-pure-cron,https://api.github.com/repos/MeAndRhythm/vue3-pure-cron,5.0,src/components/SecondPicker.vue,src/components/SecondPicker.vue,1,gh search code
meco40/openworker,https://api.github.com/repos/meco40/openworker,,package.json,package.json,1,gh search code
mehdic/ARTK,https://api.github.com/repos/mehdic/ARTK,,bazinga/scripts/parse-speckit-tasks.sh,bazinga/scripts/parse-speckit-tasks.sh,1,gh search code
mehdic/bazinga,https://api.github.com/repos/mehdic/bazinga,20.0,scripts/parse-speckit-tasks.sh,scripts/parse-speckit-tasks.sh,1,gh search code
mehdic/CDC,https://api.github.com/repos/mehdic/CDC,,.claude/scripts/parse-speckit-tasks.sh,.claude/scripts/parse-speckit-tasks.sh; bazinga/scripts/parse-speckit-tasks.sh,2,gh search code
mehdic/stock-monitor,https://api.github.com/repos/mehdic/stock-monitor,,.claude/scripts/parse-speckit-tasks.sh,.claude/scripts/parse-speckit-tasks.sh,1,gh search code
mephyston/ia-spec-driven-dev,https://api.github.com/repos/mephyston/ia-spec-driven-dev,,.specify/README.md,.specify/README.md,1,gh search code
MetOffice/simulation-systems,https://api.github.com/repos/MetOffice/simulation-systems,50.0,source/FurtherDetails/coding_style.rst,source/FurtherDetails/coding_style.rst,1,gh search code
mhkz/fanqie-novels-skills,https://api.github.com/repos/mhkz/fanqie-novels-skills,1.0,templates/scripts/powershell/manage-relations.ps1,templates/scripts/powershell/manage-relations.ps1; templates/scripts/bash/analyze-story.sh,2,gh search code
michen00/ctrl-f,https://api.github.com/repos/michen00/ctrl-f,,.specify/scripts/bash/setup-plan.sh,.specify/scripts/bash/setup-plan.sh,1,gh search code
Microck/ordinary-claude-skills,https://api.github.com/repos/Microck/ordinary-claude-skills,142.0,skills_all/claude-win11-speckit-update-skill/SECURITY.md,skills_all/claude-win11-speckit-update-skill/SECURITY.md; skills_all/claude-win11-speckit-update-skill/CHANGELOG.md,2,gh search code
microsoft/TypeScript,https://api.github.com/repos/microsoft/TypeScript,108250.0,src/testRunner/parallel/worker.ts,src/testRunner/parallel/worker.ts,1,gh search code
micsapp/micstec-skills,https://api.github.com/repos/micsapp/micstec-skills,,claude-code/claude-night-market/plugins/spec-kit/skills/speckit-orchestrator/modules/artifact-structure.md,claude-code/claude-night-market/plugins/spec-kit/skills/speckit-orchestrator/modules/artifact-structure.md,1,gh search code
minniai/wottle,https://api.github.com/repos/minniai/wottle,1.0,.cursor/rules/specify-rules.mdc,.cursor/rules/specify-rules.mdc,1,gh search code
mintlify-atlas/docs-atlas-0c5cacdc,https://api.github.com/repos/mintlify-atlas/docs-atlas-0c5cacdc,,installation.mdx,installation.mdx; agents/overview.mdx,2,gh search code
MistRay/jdk-study,https://api.github.com/repos/MistRay/jdk-study,5.0,jdk1.9/src/main/java/java.base/sun/security/util/AuthResources_ko.java,jdk1.9/src/main/java/java.base/sun/security/util/AuthResources_ko.java; jdk1.9/src/main/java/java.base/sun/security/util/Resources_ja.java,2,gh search code
mixseek/mixseek-core,https://api.github.com/repos/mixseek/mixseek-core,47.0,CLAUDE.md,CLAUDE.md,1,gh search code
mjulstein/godot-gta,https://api.github.com/repos/mjulstein/godot-gta,,.specify/templates/constitution-template.md,.specify/templates/constitution-template.md,1,gh search code
mjunaidca/banana_image_editor,https://api.github.com/repos/mjunaidca/banana_image_editor,3.0,QWEN.md,QWEN.md; .qwen/commands/tasks.toml,2,gh search code
mjunaidca/robolearn,https://api.github.com/repos/mjunaidca/robolearn,7.0,CLAUDE.md,CLAUDE.md,1,gh search code
mkgask/game-mytownmap,https://api.github.com/repos/mkgask/game-mytownmap,,AGENTS.md,AGENTS.md,1,gh search code
mkgask/game-mytownmap.old,https://api.github.com/repos/mkgask/game-mytownmap.old,,.docs-human-ja/README.ja.md,.docs-human-ja/README.ja.md,1,gh search code
mlanza/boulder-dash,https://api.github.com/repos/mlanza/boulder-dash,,libs/atomic/shell.js,libs/atomic/shell.js,1,gh search code
mmicko/VeriEMU,https://api.github.com/repos/mmicko/VeriEMU,7.0,src/emu/image.cpp,src/emu/image.cpp,1,gh search code
mmonteleone/pavlov,https://api.github.com/repos/mmonteleone/pavlov,172.0,pavlov.js,pavlov.js,1,gh search code
